<<<<<<< Updated upstream
frame thiol_conversion ene_conversion
0 0.0007090761750405683 0.004722010662604692
1 0.005267423014586714 0.015333841076415333
2 0.009268638573743937 0.02640264026402639
3 0.013320502431118264 0.03686214775323682
4 0.016865883306320884 0.04640771769484642
5 0.02162682333873578 0.05666412795125664
6 0.025779983792544536 0.06676821528306676
7 0.030085089141004828 0.0775831429296776
8 0.03363047001620745 0.08824574765168824
9 0.037986223662884955 0.09911144960649909
10 0.04234197730956235 0.1087585681645088
11 0.04674837925445707 0.1184564610307185
12 0.05186385737439225 0.1285097740543285
13 0.05601701782820101 0.1379030210713379
14 0.059410453808751984 0.14673775069814676
15 0.06290518638573739 0.15547093170855542
16 0.06715964343598058 0.165067275958365
17 0.0712115072933549 0.17303884234577305
18 0.07521272285251213 0.18212744351358212
19 0.0794165316045381 0.19187611068799193
20 0.08356969205834686 0.20005077430820006
21 0.0876722042139384 0.20863163239400861
22 0.0916227714748784 0.21700939324701696
23 0.09557333873581852 0.22569179994922572
24 0.09922001620745546 0.2347804011170348
25 0.10342382495948133 0.24320893627824325
26 0.10681726094003241 0.2518405686722518
27 0.1106665316045381 0.260979944148261
28 0.11441450567260936 0.2689007362274689
29 0.1184663695299838 0.27743082000507746
30 0.12221434359805505 0.2857578065498858
31 0.12596231766612642 0.29393247017009394
32 0.1298115883306321 0.3021071337903021
33 0.13295178282009723 0.3103325717187103
34 0.13644651539708263 0.31810104087331814
35 0.13994124797406804 0.32551408987052555
36 0.14379051863857373 0.33282559025133285
37 0.14763978930307942 0.34069560802234067
38 0.15083063209076175 0.34790555978674786
39 0.1541227714748784 0.353998476770754
40 0.15695907617504057 0.3601421680629602
41 0.16030186385737444 0.36714902259456716
42 0.16384724473257695 0.37415587712617415
43 0.16749392220421389 0.3806549885757806
44 0.1709886547811994 0.3878141660319878
45 0.17372366288492702 0.3944148260979944
46 0.17645867098865475 0.40101548616400107
47 0.17990275526742305 0.4072607260726072
48 0.18289100486223664 0.4135059659812135
49 0.18552471636952994 0.4192434628078192
50 0.1884116693679092 0.4265549631886265
51 0.19145056726094 0.4316323940086316
52 0.1943881685575365 0.4382838283828383
53 0.1974777147487844 0.4438690022848438
