crosslink_id	type	effective_functionality	scanlan_classification
4	Tetra-S	3	effective
9	Tetra-S	0	ineffective
14	Tetra-S	3	effective
19	Tetra-S	3	effective
24	Tetra-S	0	ineffective
34	Tetra-S	0	ineffective
39	Tetra-S	0	ineffective
44	Tetra-S	2	bridging
49	Tetra-S	0	ineffective
54	Tetra-S	0	ineffective
59	Tetra-S	2	bridging
64	Tetra-S	0	ineffective
69	Tetra-S	3	effective
74	Tetra-S	3	effective
79	Tetra-S	0	ineffective
84	Tetra-S	2	bridging
89	Tetra-S	0	ineffective
94	Tetra-S	2	bridging
99	Tetra-S	2	bridging
104	Tetra-S	2	bridging
109	Tetra-S	3	effective
114	Tetra-S	0	ineffective
119	Tetra-S	0	ineffective
124	Tetra-S	0	ineffective
129	Tetra-S	3	effective
134	Tetra-S	0	ineffective
139	Tetra-S	0	ineffective
144	Tetra-S	2	bridging
149	Tetra-S	2	bridging
154	Tetra-S	0	ineffective
159	Tetra-S	2	bridging
164	Tetra-S	0	ineffective
169	Tetra-S	2	bridging
174	Tetra-S	0	ineffective
189	Tetra-S	2	bridging
194	Tetra-S	4	effective
204	Tetra-S	2	bridging
214	Tetra-S	4	effective
219	Tetra-S	0	ineffective
224	Tetra-S	0	ineffective
229	Tetra-S	0	ineffective
234	Tetra-S	3	effective
239	Tetra-S	2	bridging
244	Tetra-S	2	bridging
249	Tetra-S	2	bridging
254	Tetra-S	2	bridging
259	Tetra-S	2	bridging
264	Tetra-S	2	bridging
269	Tetra-S	2	bridging
274	Tetra-S	2	bridging
279	Tetra-S	2	bridging
284	Tetra-S	0	ineffective
289	Tetra-S	0	ineffective
294	Tetra-S	2	bridging
299	Tetra-S	0	ineffective
304	Tetra-S	2	bridging
309	Tetra-S	4	effective
314	Tetra-S	3	effective
324	Tetra-S	4	effective
329	Tetra-S	4	effective
334	Tetra-S	0	ineffective
339	Tetra-S	3	effective
344	Tetra-S	2	bridging
349	Tetra-S	0	ineffective
354	Tetra-S	0	ineffective
359	Tetra-S	2	bridging
364	Tetra-S	4	effective
369	Tetra-S	3	effective
374	Tetra-S	4	effective
379	Tetra-S	3	effective
384	Tetra-S	0	ineffective
389	Tetra-S	2	bridging
394	Tetra-S	2	bridging
399	Tetra-S	3	effective
