crosslink_id	type	effective_functionality	scanlan_classification
4	Tetra-S	0	ineffective
9	Tetra-S	3	effective
14	Tetra-S	3	effective
19	Tetra-S	3	effective
24	Tetra-S	4	effective
29	Tetra-S	2	bridging
34	Tetra-S	3	effective
39	Tetra-S	2	bridging
44	Tetra-S	3	effective
49	Tetra-S	3	effective
54	Tetra-S	3	effective
59	Tetra-S	0	ineffective
64	Tetra-S	3	effective
69	Tetra-S	2	bridging
74	Tetra-S	2	bridging
79	Tetra-S	4	effective
84	Tetra-S	3	effective
89	Tetra-S	3	effective
94	Tetra-S	2	bridging
99	Tetra-S	2	bridging
104	Tetra-S	2	bridging
109	Tetra-S	0	ineffective
114	Tetra-S	4	effective
119	Tetra-S	3	effective
129	Tetra-S	0	ineffective
139	Tetra-S	2	bridging
144	Tetra-S	4	effective
149	Tetra-S	0	ineffective
154	Tetra-S	2	bridging
159	Tetra-S	3	effective
164	Tetra-S	3	effective
174	Tetra-S	0	ineffective
179	Tetra-S	3	effective
184	Tetra-S	0	ineffective
189	Tetra-S	3	effective
199	Tetra-S	3	effective
204	Tetra-S	0	ineffective
209	Tetra-S	2	bridging
214	Tetra-S	3	effective
219	Tetra-S	0	ineffective
224	Tetra-S	3	effective
229	Tetra-S	2	bridging
234	Tetra-S	2	bridging
239	Tetra-S	3	effective
244	Tetra-S	3	effective
249	Tetra-S	4	effective
254	Tetra-S	2	bridging
259	Tetra-S	0	ineffective
264	Tetra-S	2	bridging
269	Tetra-S	2	bridging
274	Tetra-S	2	bridging
279	Tetra-S	3	effective
284	Tetra-S	0	ineffective
289	Tetra-S	2	bridging
294	Tetra-S	0	ineffective
299	Tetra-S	0	ineffective
304	Tetra-S	3	effective
309	Tetra-S	2	bridging
314	Tetra-S	3	effective
319	Tetra-S	0	ineffective
324	Tetra-S	4	effective
329	Tetra-S	2	bridging
334	Tetra-S	4	effective
344	Tetra-S	0	ineffective
349	Tetra-S	4	effective
354	Tetra-S	0	ineffective
359	Tetra-S	3	effective
364	Tetra-S	4	effective
369	Tetra-S	0	ineffective
374	Tetra-S	3	effective
384	Tetra-S	2	bridging
389	Tetra-S	2	bridging
394	Tetra-S	3	effective
399	Tetra-S	3	effective
404	Tetra-S	2	bridging
409	Tetra-S	3	effective
414	Tetra-S	3	effective
419	Tetra-S	3	effective
424	Tetra-S	4	effective
429	Tetra-S	3	effective
439	Tetra-S	2	bridging
444	Tetra-S	0	ineffective
449	Tetra-S	2	bridging
454	Tetra-S	3	effective
459	Tetra-S	2	bridging
464	Tetra-S	4	effective
469	Tetra-S	4	effective
474	Tetra-S	3	effective
479	Tetra-S	2	bridging
484	Tetra-S	2	bridging
489	Tetra-S	3	effective
494	Tetra-S	3	effective
499	Tetra-S	0	ineffective
504	Tetra-S	4	effective
509	Tetra-S	2	bridging
514	Tetra-S	2	bridging
519	Tetra-S	0	ineffective
524	Tetra-S	0	ineffective
529	Tetra-S	0	ineffective
534	Tetra-S	4	effective
539	Tetra-S	3	effective
544	Tetra-S	0	ineffective
549	Tetra-S	0	ineffective
554	Tetra-S	3	effective
559	Tetra-S	2	bridging
564	Tetra-S	2	bridging
