crosslink_id	type	effective_functionality	scanlan_classification
4	Tetra-S	2	bridging
9	Tetra-S	4	effective
14	Tetra-S	4	effective
19	Tetra-S	4	effective
24	Tetra-S	4	effective
29	Tetra-S	2	bridging
34	Tetra-S	4	effective
39	Tetra-S	0	ineffective
44	Tetra-S	3	effective
49	Tetra-S	0	ineffective
54	Tetra-S	3	effective
59	Tetra-S	4	effective
64	Tetra-S	2	bridging
69	Tetra-S	2	bridging
74	Tetra-S	2	bridging
79	Tetra-S	4	effective
84	Tetra-S	3	effective
89	Tetra-S	4	effective
94	Tetra-S	4	effective
99	Tetra-S	3	effective
104	Tetra-S	2	bridging
109	Tetra-S	4	effective
114	Tetra-S	4	effective
119	Tetra-S	4	effective
124	Tetra-S	3	effective
129	Tetra-S	3	effective
134	Tetra-S	4	effective
139	Tetra-S	0	ineffective
144	Tetra-S	4	effective
149	Tetra-S	3	effective
154	Tetra-S	4	effective
159	Tetra-S	4	effective
164	Tetra-S	4	effective
169	Tetra-S	4	effective
174	Tetra-S	4	effective
179	Tetra-S	3	effective
184	Tetra-S	3	effective
189	Tetra-S	4	effective
194	Tetra-S	4	effective
199	Tetra-S	4	effective
204	Tetra-S	2	bridging
209	Tetra-S	4	effective
214	Tetra-S	0	ineffective
219	Tetra-S	4	effective
224	Tetra-S	4	effective
229	Tetra-S	4	effective
234	Tetra-S	3	effective
239	Tetra-S	3	effective
244	Tetra-S	2	bridging
249	Tetra-S	4	effective
254	Tetra-S	4	effective
259	Tetra-S	4	effective
264	Tetra-S	4	effective
269	Tetra-S	0	ineffective
274	Tetra-S	2	bridging
279	Tetra-S	3	effective
284	Tetra-S	2	bridging
289	Tetra-S	4	effective
294	Tetra-S	4	effective
299	Tetra-S	2	bridging
304	Tetra-S	3	effective
309	Tetra-S	3	effective
314	Tetra-S	4	effective
319	Tetra-S	4	effective
324	Tetra-S	4	effective
329	Tetra-S	4	effective
334	Tetra-S	4	effective
339	Tetra-S	3	effective
344	Tetra-S	0	ineffective
349	Tetra-S	4	effective
354	Tetra-S	4	effective
359	Tetra-S	4	effective
369	Tetra-S	3	effective
374	Tetra-S	2	bridging
379	Tetra-S	3	effective
384	Tetra-S	4	effective
389	Tetra-S	4	effective
394	Tetra-S	2	bridging
399	Tetra-S	4	effective
404	Tetra-S	4	effective
409	Tetra-S	3	effective
414	Tetra-S	4	effective
419	Tetra-S	4	effective
