crosslink_id	type	effective_functionality	scanlan_classification
4	Tetra-S	0	ineffective
9	Tetra-S	2	bridging
14	Tetra-S	4	effective
19	Tetra-S	2	bridging
24	Tetra-S	4	effective
29	Tetra-S	2	bridging
34	Tetra-S	2	bridging
39	Tetra-S	3	effective
44	Tetra-S	2	bridging
49	Tetra-S	3	effective
54	Tetra-S	2	bridging
59	Tetra-S	0	ineffective
64	Tetra-S	4	effective
74	Tetra-S	4	effective
79	Tetra-S	0	ineffective
84	Tetra-S	3	effective
89	Tetra-S	2	bridging
94	Tetra-S	0	ineffective
99	Tetra-S	3	effective
104	Tetra-S	2	bridging
109	Tetra-S	4	effective
114	Tetra-S	2	bridging
119	Tetra-S	2	bridging
124	Tetra-S	0	ineffective
129	Tetra-S	3	effective
134	Tetra-S	0	ineffective
139	Tetra-S	3	effective
144	Tetra-S	2	bridging
149	Tetra-S	4	effective
159	Tetra-S	4	effective
164	Tetra-S	2	bridging
169	Tetra-S	3	effective
174	Tetra-S	3	effective
179	Tetra-S	4	effective
184	Tetra-S	4	effective
194	Tetra-S	4	effective
199	Tetra-S	3	effective
204	Tetra-S	4	effective
209	Tetra-S	2	bridging
214	Tetra-S	3	effective
219	Tetra-S	2	bridging
224	Tetra-S	0	ineffective
229	Tetra-S	0	ineffective
239	Tetra-S	3	effective
244	Tetra-S	4	effective
249	Tetra-S	3	effective
254	Tetra-S	4	effective
259	Tetra-S	4	effective
264	Tetra-S	2	bridging
269	Tetra-S	2	bridging
274	Tetra-S	3	effective
284	Tetra-S	3	effective
289	Tetra-S	2	bridging
294	Tetra-S	3	effective
299	Tetra-S	4	effective
304	Tetra-S	2	bridging
309	Tetra-S	0	ineffective
314	Tetra-S	3	effective
319	Tetra-S	3	effective
324	Tetra-S	3	effective
329	Tetra-S	0	ineffective
334	Tetra-S	0	ineffective
339	Tetra-S	0	ineffective
344	Tetra-S	4	effective
349	Tetra-S	0	ineffective
354	Tetra-S	0	ineffective
359	Tetra-S	2	bridging
369	Tetra-S	3	effective
374	Tetra-S	0	ineffective
379	Tetra-S	2	bridging
384	Tetra-S	4	effective
389	Tetra-S	0	ineffective
394	Tetra-S	2	bridging
399	Tetra-S	3	effective
404	Tetra-S	3	effective
409	Tetra-S	4	effective
414	Tetra-S	3	effective
419	Tetra-S	2	bridging
424	Tetra-S	3	effective
429	Tetra-S	3	effective
434	Tetra-S	2	bridging
439	Tetra-S	2	bridging
444	Tetra-S	0	ineffective
449	Tetra-S	2	bridging
454	Tetra-S	0	ineffective
459	Tetra-S	0	ineffective
464	Tetra-S	3	effective
469	Tetra-S	2	bridging
474	Tetra-S	2	bridging
479	Tetra-S	3	effective
484	Tetra-S	0	ineffective
489	Tetra-S	3	effective
494	Tetra-S	4	effective
499	Tetra-S	4	effective
504	Tetra-S	2	bridging
509	Tetra-S	0	ineffective
514	Tetra-S	3	effective
519	Tetra-S	2	bridging
524	Tetra-S	3	effective
529	Tetra-S	2	bridging
534	Tetra-S	2	bridging
539	Tetra-S	3	effective
