0,0
314,1
0,2
0,3
0,4
255,5
112,6
136,7
0,8
0,9
2,10
138,11
19,12
82,13
13,14
1,15
6,16
74,17
14,18
30,19
10,20
0,21
3,22
52,23
7,24
30,25
5,26
1,27
5,28
25,29
11,30
15,31
6,32
1,33
2,34
18,35
8,36
8,37
4,38
0,39
3,40
8,41
4,42
6,43
5,44
2,45
1,46
3,47
3,48
2,49
4,50
1,51
3,52
2,53
4,54
3,55
2,56
2,57
2,58
1,59
4,60
11,61
0,62
1,63
2,64
4,65
3,66
2,67
1,68
1,69
2,70
2,71
1,72
1,73
3,74
0,75
0,76
0,77
2,78
3,79
0,80
1,81
1,82
2,83
2,84
2,85
2,86
0,87
0,88
1,89
1,90
1,91
1,92
0,93
0,94
0,95
0,96
0,97
1,98
2,99
1,100
1,101
1,102
1,103
0,104
1,105
1,106
0,107
0,108
0,109
0,110
1,111
0,112
2,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
1,121
0,122
0,123
0,124
0,125
1,126
0,127
0,128
0,129
1,130
0,131
1,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
1,147
0,148
0,149
0,150
1,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
1,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
1,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
1,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
0,271
0,272
0,273
0,274
0,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,298
0,299
0,300
0,301
0,302
0,303
0,304
0,305
0,306
0,307
0,308
0,309
0,310
0,311
1,312
