crosslink_id	type	effective_functionality	scanlan_classification
9	Tetra-S	0	ineffective
14	Tetra-S	2	bridging
19	Tetra-S	0	ineffective
24	Tetra-S	2	bridging
29	Tetra-S	0	ineffective
34	Tetra-S	2	bridging
44	Tetra-S	0	ineffective
49	Tetra-S	2	bridging
54	Tetra-S	0	ineffective
59	Tetra-S	2	bridging
64	Tetra-S	0	ineffective
69	Tetra-S	2	bridging
79	Tetra-S	0	ineffective
84	Tetra-S	0	ineffective
89	Tetra-S	0	ineffective
94	Tetra-S	0	ineffective
99	Tetra-S	3	effective
104	Tetra-S	3	effective
109	Tetra-S	4	effective
114	Tetra-S	2	bridging
119	Tetra-S	0	ineffective
124	Tetra-S	3	effective
129	Tetra-S	2	bridging
134	Tetra-S	2	bridging
144	Tetra-S	0	ineffective
149	Tetra-S	3	effective
154	Tetra-S	0	ineffective
159	Tetra-S	0	ineffective
164	Tetra-S	3	effective
169	Tetra-S	0	ineffective
174	Tetra-S	2	bridging
184	Tetra-S	2	bridging
189	Tetra-S	0	ineffective
194	Tetra-S	4	effective
199	Tetra-S	2	bridging
204	Tetra-S	3	effective
209	Tetra-S	0	ineffective
214	Tetra-S	0	ineffective
229	Tetra-S	2	bridging
234	Tetra-S	2	bridging
239	Tetra-S	0	ineffective
249	Tetra-S	0	ineffective
254	Tetra-S	0	ineffective
259	Tetra-S	2	bridging
269	Tetra-S	0	ineffective
274	Tetra-S	0	ineffective
279	Tetra-S	3	effective
289	Tetra-S	0	ineffective
294	Tetra-S	3	effective
304	Tetra-S	2	bridging
309	Tetra-S	0	ineffective
314	Tetra-S	3	effective
319	Tetra-S	4	effective
324	Tetra-S	2	bridging
329	Tetra-S	2	bridging
334	Tetra-S	2	bridging
339	Tetra-S	0	ineffective
344	Tetra-S	0	ineffective
354	Tetra-S	3	effective
359	Tetra-S	3	effective
364	Tetra-S	2	bridging
369	Tetra-S	0	ineffective
374	Tetra-S	0	ineffective
379	Tetra-S	2	bridging
384	Tetra-S	2	bridging
394	Tetra-S	3	effective
399	Tetra-S	2	bridging
404	Tetra-S	0	ineffective
409	Tetra-S	4	effective
419	Tetra-S	3	effective
424	Tetra-S	2	bridging
429	Tetra-S	3	effective
444	Tetra-S	2	bridging
449	Tetra-S	3	effective
454	Tetra-S	0	ineffective
459	Tetra-S	3	effective
464	Tetra-S	3	effective
469	Tetra-S	2	bridging
474	Tetra-S	2	bridging
479	Tetra-S	2	bridging
489	Tetra-S	3	effective
494	Tetra-S	3	effective
499	Tetra-S	3	effective
504	Tetra-S	0	ineffective
509	Tetra-S	0	ineffective
514	Tetra-S	0	ineffective
519	Tetra-S	2	bridging
524	Tetra-S	0	ineffective
529	Tetra-S	2	bridging
534	Tetra-S	2	bridging
544	Tetra-S	3	effective
554	Tetra-S	0	ineffective
559	Tetra-S	2	bridging
564	Tetra-S	2	bridging
569	Tetra-S	2	bridging
574	Tetra-S	0	ineffective
579	Tetra-S	0	ineffective
584	Tetra-S	3	effective
589	Tetra-S	2	bridging
594	Tetra-S	0	ineffective
599	Tetra-S	3	effective
604	Tetra-S	2	bridging
609	Tetra-S	0	ineffective
614	Tetra-S	0	ineffective
619	Tetra-S	3	effective
624	Tetra-S	0	ineffective
629	Tetra-S	3	effective
634	Tetra-S	3	effective
639	Tetra-S	0	ineffective
644	Tetra-S	0	ineffective
649	Tetra-S	0	ineffective
654	Tetra-S	0	ineffective
659	Tetra-S	2	bridging
664	Tetra-S	0	ineffective
669	Tetra-S	0	ineffective
679	Tetra-S	2	bridging
689	Tetra-S	2	bridging
704	Tetra-S	0	ineffective
709	Tetra-S	3	effective
714	Tetra-S	2	bridging
719	Tetra-S	3	effective
724	Tetra-S	4	effective
729	Tetra-S	3	effective
734	Tetra-S	0	ineffective
739	Tetra-S	2	bridging
744	Tetra-S	0	ineffective
749	Tetra-S	0	ineffective
754	Tetra-S	3	effective
759	Tetra-S	0	ineffective
764	Tetra-S	3	effective
769	Tetra-S	2	bridging
774	Tetra-S	0	ineffective
789	Tetra-S	2	bridging
794	Tetra-S	0	ineffective
799	Tetra-S	0	ineffective
804	Tetra-S	3	effective
809	Tetra-S	0	ineffective
814	Tetra-S	0	ineffective
819	Tetra-S	2	bridging
824	Tetra-S	0	ineffective
829	Tetra-S	0	ineffective
834	Tetra-S	0	ineffective
844	Tetra-S	0	ineffective
849	Tetra-S	4	effective
854	Tetra-S	0	ineffective
859	Tetra-S	0	ineffective
864	Tetra-S	4	effective
869	Tetra-S	0	ineffective
874	Tetra-S	3	effective
879	Tetra-S	3	effective
884	Tetra-S	0	ineffective
889	Tetra-S	3	effective
894	Tetra-S	2	bridging
899	Tetra-S	3	effective
904	Tetra-S	2	bridging
909	Tetra-S	0	ineffective
914	Tetra-S	2	bridging
919	Tetra-S	2	bridging
924	Tetra-S	2	bridging
929	Tetra-S	0	ineffective
934	Tetra-S	0	ineffective
939	Tetra-S	0	ineffective
944	Tetra-S	2	bridging
949	Tetra-S	2	bridging
954	Tetra-S	0	ineffective
959	Tetra-S	2	bridging
964	Tetra-S	2	bridging
969	Tetra-S	2	bridging
974	Tetra-S	0	ineffective
979	Tetra-S	0	ineffective
984	Tetra-S	3	effective
989	Tetra-S	0	ineffective
994	Tetra-S	0	ineffective
1004	Tetra-S	0	ineffective
1009	Tetra-S	0	ineffective
